season,match_date,match_date_orig,match_time,home_club_code,away_club_code,home_club_score,away_club_score
1993_1994,1993-10-16 00:00:00,16/10/93,,MUN,TOT,2,1
1993_1994,1993-10-16 00:00:00,16/10/93,,NEW,QPR,1,2
1993_1994,1993-10-16 00:00:00,16/10/93,,SHW,WIM,2,2
1993_1994,1993-10-16 00:00:00,16/10/93,,SWI,EVE,1,1
1993_1994,1993-10-16 00:00:00,16/10/93,,WHU,AVL,0,0
1993_1994,1993-10-17 00:00:00,17/10/93,,IPS,LEE,0,0
1993_1994,1993-10-18 00:00:00,18/10/93,,BLB,SHU,0,0
1993_1994,1993-10-23 00:00:00,23/10/93,,AVL,CHE,1,0
1993_1994,1993-10-23 00:00:00,23/10/93,,EVE,MUN,0,1
1993_1994,1993-10-23 00:00:00,23/10/93,,LEE,BLB,3,3
1993_1994,1993-10-23 00:00:00,23/10/93,,MCI,LIV,1,1
1993_1994,1993-10-23 00:00:00,23/10/93,,NOR,WHU,0,0
1993_1994,1993-10-23 00:00:00,23/10/93,,OLD,ARS,0,0
1993_1994,1993-10-23 00:00:00,23/10/93,,QPR,COV,5,1
1993_1994,1993-10-23 00:00:00,23/10/93,,SHU,SHW,1,1
1993_1994,1993-10-23 00:00:00,23/10/93,,TOT,SWI,1,1
1993_1994,1993-10-24 00:00:00,24/10/93,,SOU,NEW,2,1
1993_1994,1993-10-25 00:00:00,25/10/93,,WIM,IPS,0,2
1993_1994,1993-10-30 00:00:00,30/10/93,,ARS,NOR,0,0
1993_1994,1993-10-30 00:00:00,30/10/93,,BLB,TOT,1,0
1993_1994,1993-10-30 00:00:00,30/10/93,,CHE,OLD,0,1
1993_1994,1993-10-30 00:00:00,30/10/93,,IPS,EVE,0,2
1993_1994,1993-10-30 00:00:00,30/10/93,,LIV,SOU,4,2
1993_1994,1993-10-30 00:00:00,30/10/93,,MUN,QPR,2,1
1993_1994,1993-10-30 00:00:00,30/10/93,,NEW,WIM,4,0
1993_1994,1993-10-30 00:00:00,30/10/93,,SHW,LEE,3,3
1993_1994,1993-10-30 00:00:00,30/10/93,,SWI,AVL,1,2
1993_1994,1993-10-31 00:00:00,31/10/93,,COV,SHU,0,0
1993_1994,1993-11-01 00:00:00,01/11/93,,WHU,MCI,3,1
1993_1994,1993-11-06 00:00:00,06/11/93,,ARS,AVL,1,2
1993_1994,1993-11-06 00:00:00,06/11/93,,COV,EVE,2,1
1993_1994,1993-11-06 00:00:00,06/11/93,,IPS,SHW,1,4
1993_1994,1993-11-06 00:00:00,06/11/93,,LEE,CHE,4,1
1993_1994,1993-11-06 00:00:00,06/11/93,,LIV,WHU,2,0
1993_1994,1993-11-06 00:00:00,06/11/93,,QPR,BLB,1,0
1993_1994,1993-11-06 00:00:00,06/11/93,,SHU,NOR,1,2
1993_1994,1993-11-06 00:00:00,06/11/93,,SOU,TOT,1,0
1993_1994,1993-11-06 00:00:00,06/11/93,,WIM,SWI,3,0
1993_1994,1993-11-07 00:00:00,07/11/93,,MCI,MUN,2,3
1993_1994,1993-11-08 00:00:00,08/11/93,,OLD,NEW,1,3
1993_1994,1993-11-20 00:00:00,20/11/93,,AVL,SHU,1,0
1993_1994,1993-11-20 00:00:00,20/11/93,,BLB,SOU,2,0
1993_1994,1993-11-20 00:00:00,20/11/93,,CHE,ARS,0,2
1993_1994,1993-11-20 00:00:00,20/11/93,,EVE,QPR,0,3
1993_1994,1993-11-20 00:00:00,20/11/93,,MUN,WIM,3,1
1993_1994,1993-11-20 00:00:00,20/11/93,,NOR,MCI,1,1
1993_1994,1993-11-20 00:00:00,20/11/93,,SHW,COV,0,0
1993_1994,1993-11-20 00:00:00,20/11/93,,SWI,IPS,2,2
1993_1994,1993-11-20 00:00:00,20/11/93,,TOT,LEE,1,1
1993_1994,1993-11-20 00:00:00,20/11/93,,WHU,OLD,2,0
1993_1994,1993-11-21 00:00:00,21/11/93,,NEW,LIV,3,0
1993_1994,1993-11-22 00:00:00,22/11/93,,CHE,MCI,0,0
1993_1994,1993-11-23 00:00:00,23/11/93,,BLB,COV,2,1
1993_1994,1993-11-23 00:00:00,23/11/93,,EVE,LEE,1,1
1993_1994,1993-11-24 00:00:00,24/11/93,,AVL,SOU,0,2
1993_1994,1993-11-24 00:00:00,24/11/93,,MUN,IPS,0,0
1993_1994,1993-11-24 00:00:00,24/11/93,,NEW,SHU,4,0
1993_1994,1993-11-24 00:00:00,24/11/93,,SHW,OLD,3,0
1993_1994,1993-11-24 00:00:00,24/11/93,,SWI,QPR,1,0
1993_1994,1993-11-24 00:00:00,24/11/93,,TOT,WIM,1,1
1993_1994,1993-11-24 00:00:00,24/11/93,,WHU,ARS,0,0
1993_1994,1993-11-27 00:00:00,27/11/93,,ARS,NEW,2,1
1993_1994,1993-11-27 00:00:00,27/11/93,,COV,MUN,0,1
1993_1994,1993-11-27 00:00:00,27/11/93,,IPS,BLB,1,0
1993_1994,1993-11-27 00:00:00,27/11/93,,LEE,SWI,3,0
1993_1994,1993-11-27 00:00:00,27/11/93,,MCI,SHW,1,3
1993_1994,1993-11-27 00:00:00,27/11/93,,OLD,NOR,2,1
1993_1994,1993-11-27 00:00:00,27/11/93,,QPR,TOT,1,1
1993_1994,1993-11-27 00:00:00,27/11/93,,SHU,CHE,1,0
1993_1994,1993-11-27 00:00:00,27/11/93,,WIM,EVE,1,1
1993_1994,1993-11-28 00:00:00,28/11/93,,LIV,AVL,2,1
1993_1994,1993-11-29 00:00:00,29/11/93,,SOU,WHU,0,2
1993_1994,1993-12-04 00:00:00,04/12/93,,COV,ARS,1,0
1993_1994,1993-12-04 00:00:00,04/12/93,,EVE,SOU,1,0
1993_1994,1993-12-04 00:00:00,04/12/93,,IPS,OLD,0,0
1993_1994,1993-12-04 00:00:00,04/12/93,,LEE,MCI,3,2
1993_1994,1993-12-04 00:00:00,04/12/93,,MUN,NOR,2,2
1993_1994,1993-12-04 00:00:00,04/12/93,,QPR,AVL,2,2
1993_1994,1993-12-04 00:00:00,04/12/93,,SHW,LIV,3,1
1993_1994,1993-12-04 00:00:00,04/12/93,,SWI,SHU,0,0
1993_1994,1993-12-04 00:00:00,04/12/93,,TOT,NEW,1,2
1993_1994,1993-12-04 00:00:00,04/12/93,,WIM,WHU,1,2
1993_1994,1993-12-05 00:00:00,05/12/93,,BLB,CHE,2,0
1993_1994,1993-12-06 00:00:00,06/12/93,,ARS,TOT,1,1
1993_1994,1993-12-07 00:00:00,07/12/93,,OLD,SWI,2,1
1993_1994,1993-12-07 00:00:00,07/12/93,,SHU,MUN,0,3
1993_1994,1993-12-08 00:00:00,08/12/93,,AVL,SHW,2,2
1993_1994,1993-12-08 00:00:00,08/12/93,,LIV,QPR,3,2
1993_1994,1993-12-08 00:00:00,08/12/93,,MCI,EVE,1,0
1993_1994,1993-12-08 00:00:00,08/12/93,,SOU,IPS,0,1
1993_1994,1993-12-08 00:00:00,08/12/93,,WHU,LEE,0,1
1993_1994,1993-12-11 00:00:00,11/12/93,,AVL,WIM,0,1
1993_1994,1993-12-11 00:00:00,11/12/93,,CHE,IPS,1,1
1993_1994,1993-12-11 00:00:00,11/12/93,,LIV,SWI,2,2
1993_1994,1993-12-11 00:00:00,11/12/93,,MCI,TOT,0,2
1993_1994,1993-12-11 00:00:00,11/12/93,,NEW,MUN,1,1
1993_1994,1993-12-11 00:00:00,11/12/93,,OLD,BLB,1,2
1993_1994,1993-12-11 00:00:00,11/12/93,,SHU,EVE,0,0
1993_1994,1993-12-11 00:00:00,11/12/93,,SOU,QPR,0,1
1993_1994,1993-12-11 00:00:00,11/12/93,,WHU,COV,3,2
1993_1994,1993-12-12 00:00:00,12/12/93,,ARS,SHW,1,0
1993_1994,1993-12-13 00:00:00,13/12/93,,NOR,LEE,2,1
1993_1994,1993-12-18 00:00:00,18/12/93,,BLB,MCI,2,0
1993_1994,1993-12-18 00:00:00,18/12/93,,COV,OLD,1,1
1993_1994,1993-12-18 00:00:00,18/12/93,,EVE,NEW,0,2
1993_1994,1993-12-18 00:00:00,18/12/93,,IPS,NOR,2,1
1993_1994,1993-12-18 00:00:00,18/12/93,,LEE,ARS,2,1
1993_1994,1993-12-18 00:00:00,18/12/93,,SHW,WHU,5,0
1993_1994,1993-12-18 00:00:00,18/12/93,,SWI,SOU,2,1
1993_1994,1993-12-18 00:00:00,18/12/93,,TOT,LIV,3,3
1993_1994,1993-12-18 00:00:00,18/12/93,,WIM,SHU,2,0
1993_1994,1993-12-19 00:00:00,19/12/93,,MUN,AVL,3,1
1993_1994,1993-12-22 00:00:00,22/12/93,,NEW,LEE,1,1
1993_1994,1993-12-26 00:00:00,26/12/93,,MUN,BLB,1,1
1993_1994,1993-12-26 00:00:00,26/12/93,,SHU,LIV,0,0
1993_1994,1993-12-26 00:00:00,26/12/93,,WIM,COV,1,2
1993_1994,1993-12-27 00:00:00,27/12/93,,EVE,SHW,0,2
1993_1994,1993-12-27 00:00:00,27/12/93,,IPS,WHU,1,1
1993_1994,1993-12-27 00:00:00,27/12/93,,QPR,OLD,2,0
1993_1994,1993-12-27 00:00:00,27/12/93,,SOU,CHE,3,1
1993_1994,1993-12-27 00:00:00,27/12/93,,SWI,ARS,0,4
1993_1994,1993-12-27 00:00:00,27/12/93,,TOT,NOR,1,3
1993_1994,1993-12-28 00:00:00,28/12/93,,CHE,NEW,1,0
1993_1994,1993-12-28 00:00:00,28/12/93,,LIV,WIM,1,1
1993_1994,1993-12-28 00:00:00,28/12/93,,MCI,SOU,1,1
1993_1994,1993-12-28 00:00:00,28/12/93,,WHU,TOT,1,3
1993_1994,1993-12-29 00:00:00,29/12/93,,ARS,SHU,3,0
1993_1994,1993-12-29 00:00:00,29/12/93,,BLB,EVE,2,0
1993_1994,1993-12-29 00:00:00,29/12/93,,LEE,QPR,1,1
1993_1994,1993-12-29 00:00:00,29/12/93,,NOR,AVL,1,2
1993_1994,1993-12-29 00:00:00,29/12/93,,OLD,MUN,2,5
1993_1994,1993-12-29 00:00:00,29/12/93,,SHW,SWI,3,3
1993_1994,1994-01-01 00:00:00,01/01/94,,AVL,BLB,0,1
1993_1994,1994-01-01 00:00:00,01/01/94,,EVE,WHU,0,1
1993_1994,1994-01-01 00:00:00,01/01/94,,IPS,LIV,1,2
1993_1994,1994-01-01 00:00:00,01/01/94,,MUN,LEE,0,0
1993_1994,1994-01-01 00:00:00,01/01/94,,NEW,MCI,2,0
1993_1994,1994-01-01 00:00:00,01/01/94,,QPR,SHW,1,2
1993_1994,1994-01-01 00:00:00,01/01/94,,SHU,OLD,2,1
1993_1994,1994-01-01 00:00:00,01/01/94,,SOU,NOR,0,1
1993_1994,1994-01-01 00:00:00,01/01/94,,SWI,CHE,1,3
1993_1994,1994-01-01 00:00:00,01/01/94,,TOT,COV,1,2
1993_1994,1994-01-01 00:00:00,01/01/94,,WIM,ARS,0,3
1993_1994,1994-01-03 00:00:00,03/01/94,,ARS,QPR,0,0
1993_1994,1994-01-03 00:00:00,03/01/94,,CHE,EVE,4,2
1993_1994,1994-01-03 00:00:00,03/01/94,,COV,SWI,1,1
1993_1994,1994-01-03 00:00:00,03/01/94,,SHW,TOT,1,0
1993_1994,1994-01-03 00:00:00,03/01/94,,WHU,SHU,0,0
1993_1994,1994-01-04 00:00:00,04/01/94,,LIV,MUN,3,3
1993_1994,1994-01-04 00:00:00,04/01/94,,NOR,NEW,1,2
1993_1994,1994-01-15 00:00:00,15/01/94,,AVL,WHU,3,1
1993_1994,1994-01-15 00:00:00,15/01/94,,EVE,SWI,6,2
1993_1994,1994-01-15 00:00:00,15/01/94,,LEE,IPS,0,0
1993_1994,1994-01-15 00:00:00,15/01/94,,MCI,ARS,0,0
1993_1994,1994-01-15 00:00:00,15/01/94,,NOR,CHE,1,1
1993_1994,1994-01-15 00:00:00,15/01/94,,OLD,LIV,0,3
1993_1994,1994-01-15 00:00:00,15/01/94,,SHU,BLB,1,2
1993_1994,1994-01-15 00:00:00,15/01/94,,SOU,COV,1,0
1993_1994,1994-01-15 00:00:00,15/01/94,,TOT,MUN,0,1
1993_1994,1994-01-15 00:00:00,15/01/94,,WIM,SHW,2,1
1993_1994,1994-01-16 00:00:00,16/01/94,,QPR,NEW,1,2
1993_1994,1994-01-22 00:00:00,22/01/94,,ARS,OLD,1,1
1993_1994,1994-01-22 00:00:00,22/01/94,,CHE,AVL,1,1
1993_1994,1994-01-22 00:00:00,22/01/94,,COV,QPR,0,1
1993_1994,1994-01-22 00:00:00,22/01/94,,IPS,WIM,0,0
1993_1994,1994-01-22 00:00:00,22/01/94,,LIV,MCI,2,1
1993_1994,1994-01-22 00:00:00,22/01/94,,MUN,EVE,1,0
1993_1994,1994-01-22 00:00:00,22/01/94,,NEW,SOU,1,2
1993_1994,1994-01-22 00:00:00,22/01/94,,SHW,SHU,3,1
1993_1994,1994-01-22 00:00:00,22/01/94,,SWI,TOT,2,1
1993_1994,1994-01-23 00:00:00,23/01/94,,BLB,LEE,2,1
1993_1994,1994-01-24 00:00:00,24/01/94,,WHU,NOR,3,3
1993_1994,1994-02-02 00:00:00,02/02/94,,COV,IPS,1,0
1993_1994,1994-02-05 00:00:00,05/02/94,,BLB,WIM,3,0
1993_1994,1994-02-05 00:00:00,05/02/94,,EVE,CHE,4,2
1993_1994,1994-02-05 00:00:00,05/02/94,,MCI,IPS,2,1
1993_1994,1994-02-05 00:00:00,05/02/94,,NOR,LIV,2,2
1993_1994,1994-02-05 00:00:00,05/02/94,,OLD,SOU,2,1
1993_1994,1994-02-05 00:00:00,05/02/94,,QPR,MUN,2,3
1993_1994,1994-02-05 00:00:00,05/02/94,,SWI,COV,3,1
1993_1994,1994-02-05 00:00:00,05/02/94,,TOT,SHW,1,3
1993_1994,1994-02-06 00:00:00,06/02/94,,AVL,LEE,1,0
1993_1994,1994-02-12 00:00:00,12/02/94,,AVL,SWI,5,0
1993_1994,1994-02-12 00:00:00,12/02/94,,EVE,IPS,0,0
1993_1994,1994-02-12 00:00:00,12/02/94,,MCI,WHU,0,0
1993_1994,1994-02-12 00:00:00,12/02/94,,OLD,CHE,2,1
1993_1994,1994-02-12 00:00:00,12/02/94,,SHU,COV,0,0
1993_1994,1994-02-12 00:00:00,12/02/94,,TOT,BLB,0,2
1993_1994,1994-02-12 00:00:00,12/02/94,,WIM,NEW,4,2
1993_1994,1994-02-13 00:00:00,13/02/94,,NOR,ARS,1,1
1993_1994,1994-02-14 00:00:00,14/02/94,,SOU,LIV,4,2
1993_1994,1994-02-19 00:00:00,19/02/94,,BLB,NEW,1,0
1993_1994,1994-02-19 00:00:00,19/02/94,,COV,MCI,4,0
1993_1994,1994-02-19 00:00:00,19/02/94,,EVE,ARS,1,1
1993_1994,1994-02-19 00:00:00,19/02/94,,LEE,LIV,2,0
1993_1994,1994-02-19 00:00:00,19/02/94,,SWI,NOR,3,3
1993_1994,1994-02-22 00:00:00,22/02/94,,AVL,MCI,0,0
1993_1994,1994-02-22 00:00:00,22/02/94,,NOR,BLB,2,2
1993_1994,1994-02-23 00:00:00,23/02/94,,NEW,COV,4,0
1993_1994,1994-02-26 00:00:00,26/02/94,,ARS,BLB,1,0
1993_1994,1994-02-26 00:00:00,26/02/94,,IPS,SHU,3,2
1993_1994,1994-02-26 00:00:00,26/02/94,,LIV,COV,1,0
1993_1994,1994-02-26 00:00:00,26/02/94,,MCI,SWI,2,1
1993_1994,1994-02-26 00:00:00,26/02/94,,NOR,SHW,1,1
1993_1994,1994-02-26 00:00:00,26/02/94,,SOU,WIM,1,0
1993_1994,1994-02-26 00:00:00,26/02/94,,WHU,MUN,2,2
1993_1994,1994-02-27 00:00:00,27/02/94,,CHE,TOT,4,3
1993_1994,1994-02-28 00:00:00,28/02/94,,OLD,LEE,1,1
1993_1994,1994-03-02 00:00:00,02/03/94,,TOT,AVL,1,1
1993_1994,1994-03-05 00:00:00,05/03/94,,BLB,LIV,2,0
1993_1994,1994-03-05 00:00:00,05/03/94,,EVE,OLD,2,1
1993_1994,1994-03-05 00:00:00,05/03/94,,IPS,ARS,1,5
1993_1994,1994-03-05 00:00:00,05/03/94,,LEE,SOU,0,0
1993_1994,1994-03-05 00:00:00,05/03/94,,MUN,CHE,0,1
1993_1994,1994-03-05 00:00:00,05/03/94,,QPR,MCI,1,1
1993_1994,1994-03-05 00:00:00,05/03/94,,SHW,NEW,0,1
1993_1994,1994-03-05 00:00:00,05/03/94,,SWI,WHU,1,1
1993_1994,1994-03-05 00:00:00,05/03/94,,TOT,SHU,2,2
1993_1994,1994-03-05 00:00:00,05/03/94,,WIM,NOR,3,1
1993_1994,1994-03-06 00:00:00,06/03/94,,COV,AVL,0,1
1993_1994,1994-03-12 00:00:00,12/03/94,,AVL,IPS,0,1
1993_1994,1994-03-12 00:00:00,12/03/94,,MCI,WIM,0,1
1993_1994,1994-03-12 00:00:00,12/03/94,,NEW,SWI,7,1
1993_1994,1994-03-12 00:00:00,12/03/94,,NOR,QPR,3,4
1993_1994,1994-03-12 00:00:00,12/03/94,,SOU,SHW,1,1
1993_1994,1994-03-13 00:00:00,13/03/94,,LIV,EVE,2,1
1993_1994,1994-03-13 00:00:00,13/03/94,,SHU,LEE,2,2
1993_1994,1994-03-16 00:00:00,16/03/94,,CHE,WIM,2,0
1993_1994,1994-03-16 00:00:00,16/03/94,,LEE,AVL,2,0
1993_1994,1994-03-16 00:00:00,16/03/94,,MUN,SHW,5,0
1993_1994,1994-03-16 00:00:00,16/03/94,,SHU,QPR,1,1
1993_1994,1994-03-19 00:00:00,19/03/94,,AVL,OLD,1,2
1993_1994,1994-03-19 00:00:00,19/03/94,,LEE,COV,1,0
1993_1994,1994-03-19 00:00:00,19/03/94,,LIV,CHE,2,1
1993_1994,1994-03-19 00:00:00,19/03/94,,MCI,SHU,0,0
1993_1994,1994-03-19 00:00:00,19/03/94,,QPR,WIM,1,0
1993_1994,1994-03-19 00:00:00,19/03/94,,SOU,ARS,0,4
1993_1994,1994-03-19 00:00:00,19/03/94,,SWI,MUN,2,2
1993_1994,1994-03-19 00:00:00,19/03/94,,TOT,IPS,1,1
1993_1994,1994-03-19 00:00:00,19/03/94,,WHU,NEW,2,4
1993_1994,1994-03-20 00:00:00,20/03/94,,SHW,BLB,1,2
1993_1994,1994-03-21 00:00:00,21/03/94,,NOR,EVE,3,0
1993_1994,1994-03-22 00:00:00,22/03/94,,ARS,MUN,2,2
1993_1994,1994-03-22 00:00:00,22/03/94,,NEW,IPS,2,0
1993_1994,1994-03-26 00:00:00,26/03/94,,ARS,LIV,1,0
1993_1994,1994-03-26 00:00:00,26/03/94,,BLB,SWI,3,1
1993_1994,1994-03-26 00:00:00,26/03/94,,CHE,WHU,2,0
1993_1994,1994-03-26 00:00:00,26/03/94,,COV,NOR,2,1
1993_1994,1994-03-26 00:00:00,26/03/94,,EVE,TOT,0,1
1993_1994,1994-03-26 00:00:00,26/03/94,,IPS,QPR,1,3
1993_1994,1994-03-26 00:00:00,26/03/94,,OLD,MCI,0,0
1993_1994,1994-03-26 00:00:00,26/03/94,,SHU,SOU,0,0
1993_1994,1994-03-27 00:00:00,27/03/94,,WIM,LEE,1,0
1993_1994,1994-03-28 00:00:00,28/03/94,,SHU,WHU,3,2
1993_1994,1994-03-29 00:00:00,29/03/94,,IPS,MCI,2,2
1993_1994,1994-03-29 00:00:00,29/03/94,,NEW,NOR,3,0
1993_1994,1994-03-29 00:00:00,29/03/94,,WIM,BLB,4,1
1993_1994,1994-03-30 00:00:00,30/03/94,,AVL,EVE,0,0
1993_1994,1994-03-30 00:00:00,30/03/94,,MUN,LIV,1,0
1993_1994,1994-03-30 00:00:00,30/03/94,,SHW,CHE,3,1
1993_1994,1994-03-30 00:00:00,30/03/94,,SOU,OLD,1,3
1993_1994,1994-04-01 00:00:00,01/04/94,,LEE,NEW,1,1
1993_1994,1994-04-02 00:00:00,02/04/94,,ARS,SWI,1,1
1993_1994,1994-04-02 00:00:00,02/04/94,,BLB,MUN,2,0
1993_1994,1994-04-02 00:00:00,02/04/94,,CHE,SOU,2,0
1993_1994,1994-04-02 00:00:00,02/04/94,,COV,WIM,1,2
1993_1994,1994-04-02 00:00:00,02/04/94,,LIV,SHU,1,2
1993_1994,1994-04-02 00:00:00,02/04/94,,MCI,AVL,3,0
1993_1994,1994-04-02 00:00:00,02/04/94,,NOR,TOT,1,2
1993_1994,1994-04-02 00:00:00,02/04/94,,OLD,QPR,4,1
1993_1994,1994-04-02 00:00:00,02/04/94,,SHW,EVE,5,1
1993_1994,1994-04-02 00:00:00,02/04/94,,WHU,IPS,2,1
1993_1994,1994-04-04 00:00:00,04/04/94,,AVL,NOR,0,0
1993_1994,1994-04-04 00:00:00,04/04/94,,EVE,BLB,0,3
1993_1994,1994-04-04 00:00:00,04/04/94,,IPS,COV,0,2
1993_1994,1994-04-04 00:00:00,04/04/94,,MUN,OLD,3,2
1993_1994,1994-04-04 00:00:00,04/04/94,,NEW,CHE,0,0
1993_1994,1994-04-04 00:00:00,04/04/94,,QPR,LEE,0,4
1993_1994,1994-04-04 00:00:00,04/04/94,,SHU,ARS,1,1
1993_1994,1994-04-04 00:00:00,04/04/94,,SOU,MCI,0,1
1993_1994,1994-04-04 00:00:00,04/04/94,,SWI,SHW,0,1
1993_1994,1994-04-04 00:00:00,04/04/94,,TOT,WHU,1,4
1993_1994,1994-04-04 00:00:00,04/04/94,,WIM,LIV,1,1
1993_1994,1994-04-09 00:00:00,09/04/94,,COV,TOT,1,0
1993_1994,1994-04-09 00:00:00,09/04/94,,LIV,IPS,1,0
1993_1994,1994-04-09 00:00:00,09/04/94,,MCI,NEW,2,1
1993_1994,1994-04-09 00:00:00,09/04/94,,NOR,SOU,4,5
1993_1994,1994-04-09 00:00:00,09/04/94,,SHW,QPR,3,1
1993_1994,1994-04-09 00:00:00,09/04/94,,WHU,EVE,0,1
1993_1994,1994-04-11 00:00:00,11/04/94,,BLB,AVL,1,0
1993_1994,1994-04-13 00:00:00,13/04/94,,QPR,CHE,1,1
1993_1994,1994-04-16 00:00:00,16/04/94,,ARS,CHE,1,0
1993_1994,1994-04-16 00:00:00,16/04/94,,COV,SHW,1,1
1993_1994,1994-04-16 00:00:00,16/04/94,,IPS,SWI,1,1
1993_1994,1994-04-16 00:00:00,16/04/94,,LIV,NEW,0,2
1993_1994,1994-04-16 00:00:00,16/04/94,,MCI,NOR,1,1
1993_1994,1994-04-16 00:00:00,16/04/94,,OLD,WHU,1,2
1993_1994,1994-04-16 00:00:00,16/04/94,,QPR,EVE,2,1
1993_1994,1994-04-16 00:00:00,16/04/94,,SHU,AVL,1,2
1993_1994,1994-04-16 00:00:00,16/04/94,,SOU,BLB,3,1
1993_1994,1994-04-16 00:00:00,16/04/94,,WIM,MUN,1,0
1993_1994,1994-04-17 00:00:00,17/04/94,,LEE,TOT,2,0
1993_1994,1994-04-19 00:00:00,19/04/94,,ARS,WIM,1,1
1993_1994,1994-04-23 00:00:00,23/04/94,,AVL,ARS,1,2
1993_1994,1994-04-23 00:00:00,23/04/94,,CHE,LEE,1,1
1993_1994,1994-04-23 00:00:00,23/04/94,,EVE,COV,0,0
1993_1994,1994-04-23 00:00:00,23/04/94,,MUN,MCI,2,0
1993_1994,1994-04-23 00:00:00,23/04/94,,NEW,OLD,3,2
1993_1994,1994-04-23 00:00:00,23/04/94,,NOR,SHU,0,1
1993_1994,1994-04-23 00:00:00,23/04/94,,SHW,IPS,5,0
1993_1994,1994-04-23 00:00:00,23/04/94,,SWI,WIM,2,4
1993_1994,1994-04-23 00:00:00,23/04/94,,TOT,SOU,3,0
1993_1994,1994-04-23 00:00:00,23/04/94,,WHU,LIV,1,2
1993_1994,1994-04-24 00:00:00,24/04/94,,BLB,QPR,1,1
1993_1994,1994-04-26 00:00:00,26/04/94,,WIM,OLD,3,0
1993_1994,1994-04-27 00:00:00,27/04/94,,CHE,SWI,2,0
1993_1994,1994-04-27 00:00:00,27/04/94,,LEE,MUN,0,2
1993_1994,1994-04-27 00:00:00,27/04/94,,NEW,AVL,5,1
1993_1994,1994-04-27 00:00:00,27/04/94,,QPR,ARS,1,1
1993_1994,1994-04-27 00:00:00,27/04/94,,WHU,BLB,1,2
1993_1994,1994-04-30 00:00:00,30/04/94,,ARS,WHU,0,2
1993_1994,1994-04-30 00:00:00,30/04/94,,LEE,EVE,3,0
1993_1994,1994-04-30 00:00:00,30/04/94,,LIV,NOR,0,1
1993_1994,1994-04-30 00:00:00,30/04/94,,MCI,CHE,2,2
1993_1994,1994-04-30 00:00:00,30/04/94,,OLD,SHW,0,0
1993_1994,1994-04-30 00:00:00,30/04/94,,QPR,SWI,1,3
1993_1994,1994-04-30 00:00:00,30/04/94,,SHU,NEW,2,0
1993_1994,1994-04-30 00:00:00,30/04/94,,SOU,AVL,4,1
1993_1994,1994-04-30 00:00:00,30/04/94,,WIM,TOT,2,1
1993_1994,1994-05-01 00:00:00,01/05/94,,IPS,MUN,1,2
1993_1994,1994-05-02 00:00:00,02/05/94,,COV,BLB,2,1
1993_1994,1994-05-03 00:00:00,03/05/94,,LEE,SHW,2,2
1993_1994,1994-05-03 00:00:00,03/05/94,,OLD,SHU,1,1
1993_1994,1994-05-03 00:00:00,03/05/94,,QPR,WHU,0,0
1993_1994,1994-05-04 00:00:00,04/05/94,,CHE,COV,1,2
1993_1994,1994-05-04 00:00:00,04/05/94,,MUN,SOU,2,0
1993_1994,1994-05-05 00:00:00,05/05/94,,OLD,TOT,0,2
1993_1994,1994-05-07 00:00:00,07/05/94,,AVL,LIV,2,1
1993_1994,1994-05-07 00:00:00,07/05/94,,BLB,IPS,0,0
1993_1994,1994-05-07 00:00:00,07/05/94,,CHE,SHU,3,2
1993_1994,1994-05-07 00:00:00,07/05/94,,EVE,WIM,3,2
1993_1994,1994-05-07 00:00:00,07/05/94,,NEW,ARS,2,0
1993_1994,1994-05-07 00:00:00,07/05/94,,NOR,OLD,1,1
1993_1994,1994-05-07 00:00:00,07/05/94,,SHW,MCI,1,1
1993_1994,1994-05-07 00:00:00,07/05/94,,SWI,LEE,0,5
1993_1994,1994-05-07 00:00:00,07/05/94,,TOT,QPR,1,2
1993_1994,1994-05-07 00:00:00,07/05/94,,WHU,SOU,3,3
1993_1994,1994-05-08 00:00:00,08/05/94,,MUN,COV,0,0
1994_1995,1994-08-20 00:00:00,20/08/94,,ARS,MCI,3,0
1994_1995,1994-08-20 00:00:00,20/08/94,,CHE,NOR,2,0
1994_1995,1994-08-20 00:00:00,20/08/94,,COV,WIM,1,1
1994_1995,1994-08-20 00:00:00,20/08/94,,CRY,LIV,1,6
1994_1995,1994-08-20 00:00:00,20/08/94,,EVE,AVL,2,2
1994_1995,1994-08-20 00:00:00,20/08/94,,IPS,NFO,0,1
1994_1995,1994-08-20 00:00:00,20/08/94,,MUN,QPR,2,0
1994_1995,1994-08-20 00:00:00,20/08/94,,SHW,TOT,3,4
1994_1995,1994-08-20 00:00:00,20/08/94,,SOU,BLB,1,1
1994_1995,1994-08-20 00:00:00,20/08/94,,WHU,LEE,0,0
1994_1995,1994-08-21 00:00:00,21/08/94,,LEI,NEW,1,3
1994_1995,1994-08-22 00:00:00,22/08/94,,NFO,MUN,1,1
1994_1995,1994-08-23 00:00:00,23/08/94,,BLB,LEI,3,0
1994_1995,1994-08-23 00:00:00,23/08/94,,LEE,ARS,1,0
1994_1995,1994-08-23 00:00:00,23/08/94,,WIM,IPS,1,1
1994_1995,1994-08-24 00:00:00,24/08/94,,AVL,SOU,1,1
1994_1995,1994-08-24 00:00:00,24/08/94,,MCI,WHU,3,0
1994_1995,1994-08-24 00:00:00,24/08/94,,NEW,COV,4,0
1994_1995,1994-08-24 00:00:00,24/08/94,,NOR,CRY,0,0
1994_1995,1994-08-24 00:00:00,24/08/94,,QPR,SHW,3,2
