season,match_date,match_date_orig,match_time,home_club_code,away_club_code,home_club_score,away_club_score
1995_1996,1995-08-26 00:00:00,26/08/95,,EVE,SOU,2,0
1995_1996,1995-08-26 00:00:00,26/08/95,,LEE,AVL,2,0
1995_1996,1995-08-26 00:00:00,26/08/95,,MID,CHE,2,0
1995_1996,1995-08-26 00:00:00,26/08/95,,MUN,WIM,3,1
1995_1996,1995-08-26 00:00:00,26/08/95,,NFO,WHU,1,1
1995_1996,1995-08-26 00:00:00,26/08/95,,QPR,MCI,1,0
1995_1996,1995-08-26 00:00:00,26/08/95,,TOT,LIV,1,3
1995_1996,1995-08-27 00:00:00,27/08/95,,SHW,NEW,0,2
1995_1996,1995-08-28 00:00:00,28/08/95,,BLB,MUN,1,2
1995_1996,1995-08-29 00:00:00,29/08/95,,ARS,NFO,1,1
1995_1996,1995-08-30 00:00:00,30/08/95,,AVL,BOL,1,0
1995_1996,1995-08-30 00:00:00,30/08/95,,CHE,COV,2,2
1995_1996,1995-08-30 00:00:00,30/08/95,,LIV,QPR,1,0
1995_1996,1995-08-30 00:00:00,30/08/95,,MCI,EVE,0,2
1995_1996,1995-08-30 00:00:00,30/08/95,,NEW,MID,1,0
1995_1996,1995-08-30 00:00:00,30/08/95,,SOU,LEE,1,1
1995_1996,1995-08-30 00:00:00,30/08/95,,WHU,TOT,1,1
1995_1996,1995-08-30 00:00:00,30/08/95,,WIM,SHW,2,2
1995_1996,1995-09-09 00:00:00,09/09/95,,BLB,AVL,1,1
1995_1996,1995-09-09 00:00:00,09/09/95,,BOL,MID,1,1
1995_1996,1995-09-09 00:00:00,09/09/95,,COV,NFO,1,1
1995_1996,1995-09-09 00:00:00,09/09/95,,EVE,MUN,2,3
1995_1996,1995-09-09 00:00:00,09/09/95,,QPR,SHW,0,3
1995_1996,1995-09-09 00:00:00,09/09/95,,SOU,NEW,1,0
1995_1996,1995-09-09 00:00:00,09/09/95,,TOT,LEE,2,1
1995_1996,1995-09-09 00:00:00,09/09/95,,WIM,LIV,1,0
1995_1996,1995-09-10 00:00:00,10/09/95,,MCI,ARS,0,1
1995_1996,1995-09-11 00:00:00,11/09/95,,WHU,CHE,1,3
1995_1996,1995-09-12 00:00:00,12/09/95,,MID,SOU,0,0
1995_1996,1995-09-16 00:00:00,16/09/95,,ARS,WHU,1,0
1995_1996,1995-09-16 00:00:00,16/09/95,,AVL,WIM,2,0
1995_1996,1995-09-16 00:00:00,16/09/95,,CHE,SOU,3,0
1995_1996,1995-09-16 00:00:00,16/09/95,,LEE,QPR,1,3
1995_1996,1995-09-16 00:00:00,16/09/95,,LIV,BLB,3,0
1995_1996,1995-09-16 00:00:00,16/09/95,,MID,COV,2,1
1995_1996,1995-09-16 00:00:00,16/09/95,,MUN,BOL,3,0
1995_1996,1995-09-16 00:00:00,16/09/95,,NEW,MCI,3,1
1995_1996,1995-09-16 00:00:00,16/09/95,,SHW,TOT,1,3
1995_1996,1995-09-17 00:00:00,17/09/95,,NFO,EVE,3,2
1995_1996,1995-09-23 00:00:00,23/09/95,,ARS,SOU,4,2
1995_1996,1995-09-23 00:00:00,23/09/95,,AVL,NFO,1,1
1995_1996,1995-09-23 00:00:00,23/09/95,,BLB,COV,5,1
1995_1996,1995-09-23 00:00:00,23/09/95,,LIV,BOL,5,2
1995_1996,1995-09-23 00:00:00,23/09/95,,MCI,MID,0,1
1995_1996,1995-09-23 00:00:00,23/09/95,,SHW,MUN,0,0
1995_1996,1995-09-23 00:00:00,23/09/95,,WHU,EVE,2,1
1995_1996,1995-09-23 00:00:00,23/09/95,,WIM,LEE,2,4
1995_1996,1995-09-24 00:00:00,24/09/95,,NEW,CHE,2,0
1995_1996,1995-09-25 00:00:00,25/09/95,,QPR,TOT,2,3
1995_1996,1995-09-30 00:00:00,30/09/95,,BOL,QPR,0,1
1995_1996,1995-09-30 00:00:00,30/09/95,,CHE,ARS,1,0
1995_1996,1995-09-30 00:00:00,30/09/95,,COV,AVL,0,3
1995_1996,1995-09-30 00:00:00,30/09/95,,LEE,SHW,2,0
1995_1996,1995-09-30 00:00:00,30/09/95,,MID,BLB,2,0
1995_1996,1995-09-30 00:00:00,30/09/95,,NFO,MCI,3,0
1995_1996,1995-09-30 00:00:00,30/09/95,,TOT,WIM,3,1
1995_1996,1995-10-01 00:00:00,01/10/95,,EVE,NEW,1,3
1995_1996,1995-10-01 00:00:00,01/10/95,,MUN,LIV,2,2
1995_1996,1995-10-02 00:00:00,02/10/95,,SOU,WHU,0,0
1995_1996,1995-10-14 00:00:00,14/10/95,,AVL,CHE,0,1
1995_1996,1995-10-14 00:00:00,14/10/95,,BLB,SOU,2,1
1995_1996,1995-10-14 00:00:00,14/10/95,,BOL,EVE,1,1
1995_1996,1995-10-14 00:00:00,14/10/95,,LEE,ARS,0,3
1995_1996,1995-10-14 00:00:00,14/10/95,,LIV,COV,0,0
1995_1996,1995-10-14 00:00:00,14/10/95,,MUN,MCI,1,0
1995_1996,1995-10-14 00:00:00,14/10/95,,QPR,NEW,2,3
1995_1996,1995-10-14 00:00:00,14/10/95,,TOT,NFO,0,1
1995_1996,1995-10-15 00:00:00,15/10/95,,SHW,MID,0,1
1995_1996,1995-10-16 00:00:00,16/10/95,,WIM,WHU,0,1
1995_1996,1995-10-21 00:00:00,21/10/95,,ARS,AVL,2,0
1995_1996,1995-10-21 00:00:00,21/10/95,,CHE,MUN,1,4
1995_1996,1995-10-21 00:00:00,21/10/95,,COV,SHW,0,1
1995_1996,1995-10-21 00:00:00,21/10/95,,MCI,LEE,0,0
1995_1996,1995-10-21 00:00:00,21/10/95,,MID,QPR,1,0
1995_1996,1995-10-21 00:00:00,21/10/95,,NEW,WIM,6,1
1995_1996,1995-10-21 00:00:00,21/10/95,,NFO,BOL,3,2
1995_1996,1995-10-21 00:00:00,21/10/95,,WHU,BLB,1,1
1995_1996,1995-10-22 00:00:00,22/10/95,,EVE,TOT,1,1
1995_1996,1995-10-22 00:00:00,22/10/95,,SOU,LIV,1,3
1995_1996,1995-10-28 00:00:00,28/10/95,,AVL,EVE,1,0
1995_1996,1995-10-28 00:00:00,28/10/95,,BLB,CHE,3,0
1995_1996,1995-10-28 00:00:00,28/10/95,,LEE,COV,3,1
1995_1996,1995-10-28 00:00:00,28/10/95,,LIV,MCI,6,0
1995_1996,1995-10-28 00:00:00,28/10/95,,MUN,MID,2,0
1995_1996,1995-10-28 00:00:00,28/10/95,,QPR,NFO,1,1
1995_1996,1995-10-28 00:00:00,28/10/95,,SHW,WHU,0,1
1995_1996,1995-10-28 00:00:00,28/10/95,,WIM,SOU,1,2
1995_1996,1995-10-29 00:00:00,29/10/95,,TOT,NEW,1,1
1995_1996,1995-10-30 00:00:00,30/10/95,,BOL,ARS,1,0
1995_1996,1995-11-04 00:00:00,04/11/95,,ARS,MUN,1,0
1995_1996,1995-11-04 00:00:00,04/11/95,,CHE,SHW,0,0
1995_1996,1995-11-04 00:00:00,04/11/95,,COV,TOT,2,3
1995_1996,1995-11-04 00:00:00,04/11/95,,MCI,BOL,1,0
1995_1996,1995-11-04 00:00:00,04/11/95,,MID,LEE,1,1
1995_1996,1995-11-04 00:00:00,04/11/95,,NEW,LIV,2,1
1995_1996,1995-11-04 00:00:00,04/11/95,,SOU,QPR,2,0
1995_1996,1995-11-04 00:00:00,04/11/95,,WHU,AVL,1,4
1995_1996,1995-11-05 00:00:00,05/11/95,,EVE,BLB,1,0
1995_1996,1995-11-06 00:00:00,06/11/95,,NFO,WIM,4,1
1995_1996,1995-11-08 00:00:00,08/11/95,,NEW,BLB,1,0
1995_1996,1995-11-18 00:00:00,18/11/95,,AVL,NEW,1,1
1995_1996,1995-11-18 00:00:00,18/11/95,,BLB,NFO,7,0
1995_1996,1995-11-18 00:00:00,18/11/95,,BOL,WHU,0,3
1995_1996,1995-11-18 00:00:00,18/11/95,,LEE,CHE,1,0
1995_1996,1995-11-18 00:00:00,18/11/95,,LIV,EVE,1,2
1995_1996,1995-11-18 00:00:00,18/11/95,,MUN,SOU,4,1
1995_1996,1995-11-18 00:00:00,18/11/95,,SHW,MCI,1,1
1995_1996,1995-11-18 00:00:00,18/11/95,,TOT,ARS,2,1
1995_1996,1995-11-18 00:00:00,18/11/95,,WIM,MID,0,0
1995_1996,1995-11-19 00:00:00,19/11/95,,QPR,COV,1,1
1995_1996,1995-11-20 00:00:00,20/11/95,,SOU,AVL,0,1
1995_1996,1995-11-21 00:00:00,21/11/95,,ARS,SHW,4,2
1995_1996,1995-11-21 00:00:00,21/11/95,,MID,TOT,0,1
1995_1996,1995-11-22 00:00:00,22/11/95,,CHE,BOL,3,2
1995_1996,1995-11-22 00:00:00,22/11/95,,COV,MUN,0,4
1995_1996,1995-11-22 00:00:00,22/11/95,,EVE,QPR,2,0
1995_1996,1995-11-22 00:00:00,22/11/95,,MCI,WIM,1,0
1995_1996,1995-11-22 00:00:00,22/11/95,,WHU,LIV,0,0
1995_1996,1995-11-25 00:00:00,25/11/95,,CHE,TOT,0,0
1995_1996,1995-11-25 00:00:00,25/11/95,,COV,WIM,3,3
1995_1996,1995-11-25 00:00:00,25/11/95,,EVE,SHW,2,2
1995_1996,1995-11-25 00:00:00,25/11/95,,MCI,AVL,1,0
1995_1996,1995-11-25 00:00:00,25/11/95,,MID,LIV,2,1
1995_1996,1995-11-25 00:00:00,25/11/95,,NEW,LEE,2,1
1995_1996,1995-11-25 00:00:00,25/11/95,,SOU,BOL,1,0
1995_1996,1995-11-25 00:00:00,25/11/95,,WHU,QPR,1,0
1995_1996,1995-11-26 00:00:00,26/11/95,,ARS,BLB,0,0
1995_1996,1995-11-27 00:00:00,27/11/95,,NFO,MUN,1,1
1995_1996,1995-12-02 00:00:00,02/12/95,,AVL,ARS,1,1
1995_1996,1995-12-02 00:00:00,02/12/95,,BLB,WHU,4,2
1995_1996,1995-12-02 00:00:00,02/12/95,,BOL,NFO,1,1
1995_1996,1995-12-02 00:00:00,02/12/95,,LEE,MCI,0,1
1995_1996,1995-12-02 00:00:00,02/12/95,,LIV,SOU,1,1
1995_1996,1995-12-02 00:00:00,02/12/95,,MUN,CHE,1,1
1995_1996,1995-12-02 00:00:00,02/12/95,,QPR,MID,1,1
1995_1996,1995-12-02 00:00:00,02/12/95,,TOT,EVE,0,0
1995_1996,1995-12-03 00:00:00,03/12/95,,WIM,NEW,3,3
1995_1996,1995-12-04 00:00:00,04/12/95,,SHW,COV,4,3
1995_1996,1995-12-09 00:00:00,09/12/95,,BOL,LIV,0,1
1995_1996,1995-12-09 00:00:00,09/12/95,,CHE,NEW,1,0
1995_1996,1995-12-09 00:00:00,09/12/95,,COV,BLB,5,0
1995_1996,1995-12-09 00:00:00,09/12/95,,LEE,WIM,1,1
1995_1996,1995-12-09 00:00:00,09/12/95,,MID,MCI,4,1
1995_1996,1995-12-09 00:00:00,09/12/95,,MUN,SHW,2,2
1995_1996,1995-12-09 00:00:00,09/12/95,,SOU,ARS,0,0
1995_1996,1995-12-09 00:00:00,09/12/95,,TOT,QPR,1,0
1995_1996,1995-12-10 00:00:00,10/12/95,,NFO,AVL,1,1
1995_1996,1995-12-11 00:00:00,11/12/95,,EVE,WHU,3,0
1995_1996,1995-12-16 00:00:00,16/12/95,,ARS,CHE,1,1
1995_1996,1995-12-16 00:00:00,16/12/95,,AVL,COV,4,1
1995_1996,1995-12-16 00:00:00,16/12/95,,BLB,MID,1,0
1995_1996,1995-12-16 00:00:00,16/12/95,,NEW,EVE,1,0
1995_1996,1995-12-16 00:00:00,16/12/95,,QPR,BOL,2,1
1995_1996,1995-12-16 00:00:00,16/12/95,,SHW,LEE,6,2
1995_1996,1995-12-16 00:00:00,16/12/95,,WHU,SOU,2,1
1995_1996,1995-12-16 00:00:00,16/12/95,,WIM,TOT,0,1
1995_1996,1995-12-17 00:00:00,17/12/95,,LIV,MUN,2,0
1995_1996,1995-12-18 00:00:00,18/12/95,,MCI,NFO,1,1
1995_1996,1995-12-23 00:00:00,23/12/95,,COV,EVE,2,1
1995_1996,1995-12-23 00:00:00,23/12/95,,LIV,ARS,3,1
1995_1996,1995-12-23 00:00:00,23/12/95,,MCI,CHE,0,1
1995_1996,1995-12-23 00:00:00,23/12/95,,MID,WHU,4,2
1995_1996,1995-12-23 00:00:00,23/12/95,,NEW,NFO,3,1
1995_1996,1995-12-23 00:00:00,23/12/95,,QPR,AVL,1,0
1995_1996,1995-12-23 00:00:00,23/12/95,,SHW,SOU,2,2
1995_1996,1995-12-23 00:00:00,23/12/95,,TOT,BOL,2,2
1995_1996,1995-12-23 00:00:00,23/12/95,,WIM,BLB,1,1
1995_1996,1995-12-24 00:00:00,24/12/95,,LEE,MUN,3,1
1995_1996,1995-12-26 00:00:00,26/12/95,,ARS,QPR,3,0
1995_1996,1995-12-26 00:00:00,26/12/95,,BLB,MCI,2,0
1995_1996,1995-12-26 00:00:00,26/12/95,,CHE,WIM,1,2
1995_1996,1995-12-26 00:00:00,26/12/95,,EVE,MID,4,0
1995_1996,1995-12-26 00:00:00,26/12/95,,NFO,SHW,1,0
1995_1996,1995-12-26 00:00:00,26/12/95,,SOU,TOT,0,0
1995_1996,1995-12-27 00:00:00,27/12/95,,BOL,LEE,0,2
1995_1996,1995-12-27 00:00:00,27/12/95,,MUN,NEW,2,0
1995_1996,1995-12-30 00:00:00,30/12/95,,ARS,WIM,1,3
1995_1996,1995-12-30 00:00:00,30/12/95,,BLB,TOT,2,1
1995_1996,1995-12-30 00:00:00,30/12/95,,BOL,COV,1,2
1995_1996,1995-12-30 00:00:00,30/12/95,,CHE,LIV,2,2
1995_1996,1995-12-30 00:00:00,30/12/95,,EVE,LEE,2,0
1995_1996,1995-12-30 00:00:00,30/12/95,,MUN,QPR,2,1
1995_1996,1995-12-30 00:00:00,30/12/95,,NFO,MID,1,0
1995_1996,1996-01-01 00:00:00,01/01/96,,COV,SOU,1,1
1995_1996,1996-01-01 00:00:00,01/01/96,,LEE,BLB,0,0
1995_1996,1996-01-01 00:00:00,01/01/96,,LIV,NFO,4,2
1995_1996,1996-01-01 00:00:00,01/01/96,,MCI,WHU,2,1
1995_1996,1996-01-01 00:00:00,01/01/96,,MID,AVL,0,2
1995_1996,1996-01-01 00:00:00,01/01/96,,SHW,BOL,4,2
1995_1996,1996-01-01 00:00:00,01/01/96,,TOT,MUN,4,1
1995_1996,1996-01-01 00:00:00,01/01/96,,WIM,EVE,2,3
1995_1996,1996-01-02 00:00:00,02/01/96,,NEW,ARS,2,0
1995_1996,1996-01-02 00:00:00,02/01/96,,QPR,CHE,1,2
1995_1996,1996-01-13 00:00:00,13/01/96,,BOL,WIM,1,0
1995_1996,1996-01-13 00:00:00,13/01/96,,EVE,CHE,1,1
1995_1996,1996-01-13 00:00:00,13/01/96,,LEE,WHU,2,0
1995_1996,1996-01-13 00:00:00,13/01/96,,MID,ARS,2,3
1995_1996,1996-01-13 00:00:00,13/01/96,,MUN,AVL,0,0
1995_1996,1996-01-13 00:00:00,13/01/96,,NFO,SOU,1,0
1995_1996,1996-01-13 00:00:00,13/01/96,,QPR,BLB,0,1
1995_1996,1996-01-13 00:00:00,13/01/96,,SHW,LIV,1,1
1995_1996,1996-01-13 00:00:00,13/01/96,,TOT,MCI,1,0
1995_1996,1996-01-14 00:00:00,14/01/96,,COV,NEW,0,1
1995_1996,1996-01-20 00:00:00,20/01/96,,ARS,EVE,1,2
1995_1996,1996-01-20 00:00:00,20/01/96,,BLB,SHW,3,0
1995_1996,1996-01-20 00:00:00,20/01/96,,CHE,NFO,1,0
1995_1996,1996-01-20 00:00:00,20/01/96,,LIV,LEE,5,0
1995_1996,1996-01-20 00:00:00,20/01/96,,MCI,COV,1,1
1995_1996,1996-01-20 00:00:00,20/01/96,,NEW,BOL,2,1
1995_1996,1996-01-20 00:00:00,20/01/96,,SOU,MID,2,1
1995_1996,1996-01-20 00:00:00,20/01/96,,WIM,QPR,2,1
1995_1996,1996-01-21 00:00:00,21/01/96,,AVL,TOT,2,1
1995_1996,1996-01-23 00:00:00,23/01/96,,WHU,MUN,0,1
1995_1996,1996-01-31 00:00:00,31/01/96,,AVL,LIV,0,2
1995_1996,1996-01-31 00:00:00,31/01/96,,NFO,LEE,2,1
1995_1996,1996-01-31 00:00:00,31/01/96,,SOU,MCI,1,1
1995_1996,1996-01-31 00:00:00,31/01/96,,WHU,COV,3,2
1995_1996,1996-02-03 00:00:00,03/02/96,,ARS,COV,1,1
1995_1996,1996-02-03 00:00:00,03/02/96,,AVL,LEE,3,0
1995_1996,1996-02-03 00:00:00,03/02/96,,BLB,BOL,3,1
1995_1996,1996-02-03 00:00:00,03/02/96,,LIV,TOT,0,0
1995_1996,1996-02-03 00:00:00,03/02/96,,MCI,QPR,2,0
1995_1996,1996-02-03 00:00:00,03/02/96,,NEW,SHW,2,0
1995_1996,1996-02-03 00:00:00,03/02/96,,SOU,EVE,2,2
1995_1996,1996-02-03 00:00:00,03/02/96,,WHU,NFO,1,0
1995_1996,1996-02-03 00:00:00,03/02/96,,WIM,MUN,2,4
1995_1996,1996-02-04 00:00:00,04/02/96,,CHE,MID,5,0
1995_1996,1996-02-10 00:00:00,10/02/96,,BOL,AVL,0,2
1995_1996,1996-02-10 00:00:00,10/02/96,,COV,CHE,1,0
1995_1996,1996-02-10 00:00:00,10/02/96,,EVE,MCI,2,0
1995_1996,1996-02-10 00:00:00,10/02/96,,MID,NEW,1,2
1995_1996,1996-02-10 00:00:00,10/02/96,,MUN,BLB,1,0
1995_1996,1996-02-10 00:00:00,10/02/96,,NFO,ARS,0,1
1995_1996,1996-02-10 00:00:00,10/02/96,,SHW,WIM,2,1
1995_1996,1996-02-11 00:00:00,11/02/96,,QPR,LIV,1,2
1995_1996,1996-02-12 00:00:00,12/02/96,,TOT,WHU,0,1
1995_1996,1996-02-17 00:00:00,17/02/96,,CHE,WHU,1,2
1995_1996,1996-02-17 00:00:00,17/02/96,,MID,BOL,1,4
1995_1996,1996-02-17 00:00:00,17/02/96,,SHW,QPR,1,3
1995_1996,1996-02-21 00:00:00,21/02/96,,MUN,EVE,2,0
1995_1996,1996-02-21 00:00:00,21/02/96,,WHU,NEW,2,0
1995_1996,1996-02-24 00:00:00,24/02/96,,BLB,LIV,2,3
1995_1996,1996-02-24 00:00:00,24/02/96,,COV,MID,0,0
1995_1996,1996-02-24 00:00:00,24/02/96,,EVE,NFO,3,0
1995_1996,1996-02-24 00:00:00,24/02/96,,MCI,NEW,3,3
1995_1996,1996-02-24 00:00:00,24/02/96,,SOU,CHE,2,3
1995_1996,1996-02-24 00:00:00,24/02/96,,TOT,SHW,1,0
1995_1996,1996-02-24 00:00:00,24/02/96,,WHU,ARS,0,1
1995_1996,1996-02-24 00:00:00,24/02/96,,WIM,AVL,3,3
1995_1996,1996-02-25 00:00:00,25/02/96,,BOL,MUN,0,6
1995_1996,1996-02-28 00:00:00,28/02/96,,AVL,BLB,2,0
1995_1996,1996-03-02 00:00:00,02/03/96,,COV,WHU,2,2
1995_1996,1996-03-02 00:00:00,02/03/96,,LEE,BOL,0,1
1995_1996,1996-03-02 00:00:00,02/03/96,,MCI,BLB,1,1
1995_1996,1996-03-02 00:00:00,02/03/96,,MID,EVE,0,2
1995_1996,1996-03-02 00:00:00,02/03/96,,QPR,ARS,1,1
1995_1996,1996-03-02 00:00:00,02/03/96,,SHW,NFO,1,3
1995_1996,1996-03-02 00:00:00,02/03/96,,TOT,SOU,1,0
1995_1996,1996-03-02 00:00:00,02/03/96,,WIM,CHE,1,1
1995_1996,1996-03-03 00:00:00,03/03/96,,LIV,AVL,3,0
1995_1996,1996-03-04 00:00:00,04/03/96,,NEW,MUN,0,1
1995_1996,1996-03-05 00:00:00,05/03/96,,ARS,MCI,3,1
1995_1996,1996-03-06 00:00:00,06/03/96,,AVL,SHW,3,2
1995_1996,1996-03-06 00:00:00,06/03/96,,QPR,LEE,1,2
1995_1996,1996-03-09 00:00:00,09/03/96,,AVL,QPR,4,2
1995_1996,1996-03-09 00:00:00,09/03/96,,EVE,COV,2,2
1995_1996,1996-03-09 00:00:00,09/03/96,,WHU,MID,2,0
1995_1996,1996-03-12 00:00:00,12/03/96,,CHE,MCI,1,1
1995_1996,1996-03-13 00:00:00,13/03/96,,BLB,LEE,1,0
1995_1996,1996-03-13 00:00:00,13/03/96,,LIV,WIM,2,2
1995_1996,1996-03-16 00:00:00,16/03/96,,COV,BOL,0,2
1995_1996,1996-03-16 00:00:00,16/03/96,,LIV,CHE,2,0
1995_1996,1996-03-16 00:00:00,16/03/96,,MCI,SOU,2,1
1995_1996,1996-03-16 00:00:00,16/03/96,,MID,NFO,1,1
1995_1996,1996-03-16 00:00:00,16/03/96,,QPR,MUN,1,1
1995_1996,1996-03-16 00:00:00,16/03/96,,SHW,AVL,2,0
1995_1996,1996-03-16 00:00:00,16/03/96,,TOT,BLB,2,3
1995_1996,1996-03-16 00:00:00,16/03/96,,WIM,ARS,0,3
1995_1996,1996-03-17 00:00:00,17/03/96,,LEE,EVE,2,2
1995_1996,1996-03-18 00:00:00,18/03/96,,NEW,WHU,3,0
1995_1996,1996-03-19 00:00:00,19/03/96,,AVL,MID,0,0
1995_1996,1996-03-20 00:00:00,20/03/96,,BOL,TOT,2,3
1995_1996,1996-03-20 00:00:00,20/03/96,,MUN,ARS,1,0
1995_1996,1996-03-20 00:00:00,20/03/96,,SOU,SHW,0,1
1995_1996,1996-03-23 00:00:00,23/03/96,,ARS,NEW,2,0
1995_1996,1996-03-23 00:00:00,23/03/96,,BOL,SHW,2,1
1995_1996,1996-03-23 00:00:00,23/03/96,,CHE,QPR,1,1
1995_1996,1996-03-23 00:00:00,23/03/96,,EVE,WIM,2,4
1995_1996,1996-03-23 00:00:00,23/03/96,,NFO,LIV,1,0
1995_1996,1996-03-23 00:00:00,23/03/96,,WHU,MCI,4,2
1995_1996,1996-03-24 00:00:00,24/03/96,,MUN,TOT,1,0
1995_1996,1996-03-25 00:00:00,25/03/96,,SOU,COV,1,0
1995_1996,1996-03-30 00:00:00,30/03/96,,BLB,EVE,0,3
1995_1996,1996-03-30 00:00:00,30/03/96,,BOL,MCI,1,1
1995_1996,1996-03-30 00:00:00,30/03/96,,LEE,MID,0,1
1995_1996,1996-03-30 00:00:00,30/03/96,,QPR,SOU,3,0
1995_1996,1996-03-30 00:00:00,30/03/96,,TOT,COV,3,1
1995_1996,1996-03-30 00:00:00,30/03/96,,WIM,NFO,1,0
1995_1996,1996-04-03 00:00:00,03/04/96,,LEE,SOU,1,0
1995_1996,1996-04-03 00:00:00,03/04/96,,LIV,NEW,4,3
1995_1996,1996-04-05 00:00:00,05/04/96,,MID,SHW,3,1
1995_1996,1996-04-06 00:00:00,06/04/96,,ARS,LEE,2,1
1995_1996,1996-04-06 00:00:00,06/04/96,,CHE,AVL,1,2
1995_1996,1996-04-06 00:00:00,06/04/96,,COV,LIV,1,0
1995_1996,1996-04-06 00:00:00,06/04/96,,EVE,BOL,3,0
1995_1996,1996-04-06 00:00:00,06/04/96,,MCI,MUN,2,3
1995_1996,1996-04-06 00:00:00,06/04/96,,NEW,QPR,2,1
1995_1996,1996-04-06 00:00:00,06/04/96,,NFO,TOT,2,1
1995_1996,1996-04-06 00:00:00,06/04/96,,SOU,BLB,1,0
1995_1996,1996-04-06 00:00:00,06/04/96,,WHU,WIM,1,1
1995_1996,1996-04-08 00:00:00,08/04/96,,AVL,SOU,3,0
1995_1996,1996-04-08 00:00:00,08/04/96,,BLB,NEW,2,1
1995_1996,1996-04-08 00:00:00,08/04/96,,BOL,CHE,2,1
1995_1996,1996-04-08 00:00:00,08/04/96,,LEE,NFO,1,3
1995_1996,1996-04-08 00:00:00,08/04/96,,LIV,WHU,2,0
1995_1996,1996-04-08 00:00:00,08/04/96,,MUN,COV,1,0
1995_1996,1996-04-08 00:00:00,08/04/96,,QPR,EVE,3,1
1995_1996,1996-04-08 00:00:00,08/04/96,,SHW,ARS,1,0
1995_1996,1996-04-08 00:00:00,08/04/96,,TOT,MID,1,1
1995_1996,1996-04-08 00:00:00,08/04/96,,WIM,MCI,3,0
1995_1996,1996-04-13 00:00:00,13/04/96,,CHE,LEE,4,1
1995_1996,1996-04-13 00:00:00,13/04/96,,COV,QPR,1,0
1995_1996,1996-04-13 00:00:00,13/04/96,,MCI,SHW,1,0
1995_1996,1996-04-13 00:00:00,13/04/96,,MID,WIM,1,2
1995_1996,1996-04-13 00:00:00,13/04/96,,NFO,BLB,1,5
1995_1996,1996-04-13 00:00:00,13/04/96,,SOU,MUN,3,1
1995_1996,1996-04-13 00:00:00,13/04/96,,WHU,BOL,1,0
1995_1996,1996-04-14 00:00:00,14/04/96,,NEW,AVL,1,0
1995_1996,1996-04-15 00:00:00,15/04/96,,ARS,TOT,0,0
1995_1996,1996-04-16 00:00:00,16/04/96,,EVE,LIV,1,1
1995_1996,1996-04-17 00:00:00,17/04/96,,AVL,WHU,1,1
1995_1996,1996-04-17 00:00:00,17/04/96,,BLB,WIM,3,2
1995_1996,1996-04-17 00:00:00,17/04/96,,MUN,LEE,1,0
1995_1996,1996-04-17 00:00:00,17/04/96,,NEW,SOU,1,0
1995_1996,1996-04-17 00:00:00,17/04/96,,NFO,COV,0,0
1995_1996,1996-04-17 00:00:00,17/04/96,,SHW,CHE,0,0
1995_1996,1996-04-27 00:00:00,27/04/96,,AVL,MCI,0,1
1995_1996,1996-04-27 00:00:00,27/04/96,,BLB,ARS,1,1
1995_1996,1996-04-27 00:00:00,27/04/96,,BOL,SOU,0,1
1995_1996,1996-04-27 00:00:00,27/04/96,,LIV,MID,1,0
1995_1996,1996-04-27 00:00:00,27/04/96,,QPR,WHU,3,0
1995_1996,1996-04-27 00:00:00,27/04/96,,SHW,EVE,2,5
1995_1996,1996-04-27 00:00:00,27/04/96,,TOT,CHE,1,1
1995_1996,1996-04-27 00:00:00,27/04/96,,WIM,COV,0,2
1995_1996,1996-04-28 00:00:00,28/04/96,,MUN,NFO,5,0
1995_1996,1996-04-29 00:00:00,29/04/96,,LEE,NEW,0,1
1995_1996,1996-05-01 00:00:00,01/05/96,,ARS,LIV,0,0
1995_1996,1996-05-02 00:00:00,02/05/96,,LEE,TOT,1,3
1995_1996,1996-05-02 00:00:00,02/05/96,,NFO,NEW,1,1
1995_1996,1996-05-04 00:00:00,04/05/96,,ARS,BOL,2,1
1995_1996,1996-05-04 00:00:00,04/05/96,,CHE,BLB,2,3
1995_1996,1996-05-04 00:00:00,04/05/96,,COV,LEE,0,0
1995_1996,1996-05-04 00:00:00,04/05/96,,EVE,AVL,1,0
1995_1996,1996-05-04 00:00:00,04/05/96,,MCI,LIV,2,2
1995_1996,1996-05-04 00:00:00,04/05/96,,MID,MUN,0,3
1995_1996,1996-05-04 00:00:00,04/05/96,,NEW,TOT,1,1
1995_1996,1996-05-04 00:00:00,04/05/96,,NFO,QPR,3,0
1995_1996,1996-05-04 00:00:00,04/05/96,,SOU,WIM,0,0
1995_1996,1996-05-04 00:00:00,04/05/96,,WHU,SHW,1,1
1996_1997,1996-08-17 00:00:00,17/08/96,,ARS,WHU,2,0
1996_1997,1996-08-17 00:00:00,17/08/96,,BLB,TOT,0,2
1996_1997,1996-08-17 00:00:00,17/08/96,,COV,NFO,0,3
1996_1997,1996-08-17 00:00:00,17/08/96,,DER,LEE,3,3
1996_1997,1996-08-17 00:00:00,17/08/96,,EVE,NEW,2,0
1996_1997,1996-08-17 00:00:00,17/08/96,,MID,LIV,3,3
1996_1997,1996-08-17 00:00:00,17/08/96,,SHW,AVL,2,1
1996_1997,1996-08-17 00:00:00,17/08/96,,SUN,LEI,0,0
1996_1997,1996-08-17 00:00:00,17/08/96,,WIM,MUN,0,3
1996_1997,1996-08-18 00:00:00,18/08/96,,SOU,CHE,0,0
